classAbbr,studentId,semester,grade
"ATW",789738575.0,"1207",98.0
"DBS",789738575.0,"1406",78.0
"PWA2",789738575.0,"1306",89.0
"WPP",789738575.0,"1408",65.0
"SSL",666396655.0,"1208",93.0
"PWA1",666396655.0,"1008",70.0
"PWA1",666396655.0,"1402",90.0
"ASL",666396655.0,"1207",75.0
"PWA2",666396655.0,"1201",62.0
"ADB",666396655.0,"1205",87.0
"PWA1",211370048.0,"1311",90.0
"SMS",211370048.0,"1305",67.0
"PWA1",211370048.0,"1106",77.0
"WPP",211370048.0,"1303",85.0
"ADT",211370048.0,"1405",76.0
"WPP",211370048.0,"1307",100.0
"ATW",611849314.0,"1405",98.0
"SSL",611849314.0,"1101",70.0
"ASL",611849314.0,"1401",60.0
"ATW",611849314.0,"1006",76.0
"ADB",611849314.0,"1403",72.0
"ASL",611849314.0,"1403",61.0
"ADT",623681513.0,"1212",63.0
"ASL",623681513.0,"1308",80.0
"ATW",623681513.0,"1302",80.0
"DBS",623681513.0,"1109",78.0
"ASL",623681513.0,"1308",83.0
"SSL",623681513.0,"1003",60.0
"ASL",565325914.0,"1001",88.0
"ASL",565325914.0,"1104",87.0
"ADB",565325914.0,"1103",100.0
"WPP",565325914.0,"1302",84.0
"DBS",565325914.0,"1304",68.0
"DBS",565325914.0,"1308",65.0
"DBS",272785023.0,"1105",75.0
"ATW",272785023.0,"1311",76.0
"WPP",272785023.0,"1207",95.0
"DBS",272785023.0,"1101",67.0
"ASL",272785023.0,"1003",62.0
"ADB",272785023.0,"1311",93.0
"DBS",199404590.0,"1010",88.0
"ADT",199404590.0,"1011",85.0
"ASL",199404590.0,"1112",66.0
"PWA2",199404590.0,"1110",87.0
"PWA1",199404590.0,"1306",64.0
"WPP",199404590.0,"1306",92.0
"PWA1",608451658.0,"1408",78.0
"SMS",608451658.0,"1307",100.0
"ADB",608451658.0,"1104",82.0
"WPP",608451658.0,"1401",72.0
"ADB",608451658.0,"1105",70.0
"ADT",608451658.0,"1002",89.0
"SSL",353159237.0,"1204",91.0
"PWA1",353159237.0,"1004",70.0
"SSL",353159237.0,"1301",76.0
"DBS",353159237.0,"1011",81.0
"SMS",353159237.0,"1108",73.0
"DBS",353159237.0,"1403",88.0
"SMS",538269824.0,"1305",86.0
"SSL",538269824.0,"1411",98.0
"PWA2",538269824.0,"1303",74.0
"ADT",538269824.0,"1202",90.0
"DBS",538269824.0,"1201",83.0
"ASL",538269824.0,"1212",89.0
"WPP",354230144.0,"1001",79.0
"PWA1",354230144.0,"1112",85.0
"ADT",354230144.0,"1302",90.0
"SSL",354230144.0,"1012",67.0
"SMS",354230144.0,"1103",91.0
"PWA2",354230144.0,"1404",97.0
"PWA2",880480099.0,"1107",93.0
"PWA1",880480099.0,"1302",66.0
"ADT",880480099.0,"1201",65.0
"PWA1",880480099.0,"1311",66.0
"ATW",880480099.0,"1309",91.0
"ADB",880480099.0,"1401",100.0
"DBS",802951517.0,"1212",63.0
"SMS",802951517.0,"1412",83.0
"WPP",802951517.0,"1307",66.0
"PWA1",802951517.0,"1311",78.0
"PWA2",802951517.0,"1012",74.0
"WPP",802951517.0,"1001",83.0
"ASL",853223419.0,"1108",95.0
"ATW",853223419.0,"1308",84.0
"ATW",853223419.0,"1312",82.0
"ADB",853223419.0,"1212",79.0
"ADB",853223419.0,"1005",89.0
"PWA1",853223419.0,"1306",63.0
"ADT",806884099.0,"1012",95.0
"SMS",806884099.0,"1309",92.0
"SSL",806884099.0,"1201",64.0
"ADT",806884099.0,"1309",100.0
"SSL",806884099.0,"1109",61.0
"ADT",806884099.0,"1001",77.0
"ADT",806659327.0,"1204",69.0
"ADB",806659327.0,"1001",82.0
"ATW",806659327.0,"1402",92.0
"PWA2",806659327.0,"1403",68.0
"ADB",806659327.0,"1106",82.0
"ASL",806659327.0,"1202",72.0
"ADB",231468587.0,"1204",67.0
"ASL",231468587.0,"1412",79.0
"SSL",231468587.0,"1101",71.0
"PWA1",231468587.0,"1204",64.0
"DBS",231468587.0,"1009",87.0
"DBS",231468587.0,"1408",85.0
"PWA2",284770738.0,"1310",71.0
"SSL",284770738.0,"1405",83.0
"ADT",284770738.0,"1207",64.0
"ADB",284770738.0,"1004",92.0
"WPP",284770738.0,"1201",87.0
"WPP",284770738.0,"1005",99.0
"PWA2",198739289.0,"1110",89.0
"PWA2",198739289.0,"1011",84.0
"ADT",198739289.0,"1007",98.0
"ATW",198739289.0,"1003",67.0
"ADT",198739289.0,"1110",90.0
"ADT",198739289.0,"1211",64.0
"PWA2",568041052.0,"1409",97.0
"DBS",568041052.0,"1201",69.0
"ATW",568041052.0,"1302",80.0
"DBS",568041052.0,"1306",93.0
"ADT",568041052.0,"1105",78.0
"DBS",568041052.0,"1202",96.0
"ADT",890212811.0,"1211",89.0
"ASL",890212811.0,"1203",81.0
"ASL",890212811.0,"1006",90.0
"WPP",890212811.0,"1302",96.0
"ADB",890212811.0,"1207",84.0
"PWA1",890212811.0,"1112",78.0
"PWA2",438091348.0,"1004",80.0
"ADT",438091348.0,"1305",76.0
"DBS",438091348.0,"1012",61.0
"PWA2",438091348.0,"1203",81.0
"ADB",438091348.0,"1409",85.0
"ASL",438091348.0,"1206",85.0
"ASL",202996892.0,"1306",60.0
"SMS",202996892.0,"1005",65.0
"SSL",202996892.0,"1401",66.0
"SMS",202996892.0,"1209",75.0
"PWA2",202996892.0,"1309",96.0
"PWA2",202996892.0,"1110",96.0
"ADT",519345224.0,"1407",98.0
"ADB",519345224.0,"1301",67.0
"SMS",519345224.0,"1004",71.0
"ADT",519345224.0,"1210",72.0
"ATW",519345224.0,"1407",100.0
"ATW",519345224.0,"1405",74.0
"ASL",389218185.0,"1112",65.0
"DBS",389218185.0,"1408",63.0
"ADT",389218185.0,"1208",61.0
"ADB",389218185.0,"1302",85.0
"ASL",389218185.0,"1101",81.0
"PWA2",389218185.0,"1101",63.0
"ADB",152761885.0,"1311",78.0
"ADT",152761885.0,"1210",74.0
"SMS",152761885.0,"1407",77.0
"ASL",152761885.0,"1210",61.0
"PWA2",152761885.0,"1408",100.0
"SSL",152761885.0,"1101",74.0
"ATW",637871439.0,"1208",86.0
"SMS",637871439.0,"1209",72.0
"WPP",637871439.0,"1005",62.0
"SSL",637871439.0,"1308",91.0
"WPP",637871439.0,"1003",92.0
"WPP",637871439.0,"1112",88.0
"ADB",971898885.0,"1302",62.0
"PWA2",971898885.0,"1108",82.0
"PWA2",971898885.0,"1102",82.0
"WPP",971898885.0,"1201",63.0
"PWA1",971898885.0,"1012",80.0
"PWA2",971898885.0,"1309",90.0
"SSL",567221364.0,"1203",80.0
"ASL",567221364.0,"1006",97.0
"ASL",567221364.0,"1212",82.0
"ATW",567221364.0,"1207",79.0
"ASL",567221364.0,"1006",63.0
"SMS",567221364.0,"1211",69.0
"ATW",447688647.0,"1403",63.0
"DBS",447688647.0,"1008",69.0
"ATW",447688647.0,"1006",79.0
"DBS",447688647.0,"1208",66.0
"PWA1",447688647.0,"1005",94.0
"SSL",447688647.0,"1406",93.0
"ASL",584956898.0,"1410",76.0
"SMS",584956898.0,"1110",63.0
"SMS",584956898.0,"1410",83.0
"SMS",584956898.0,"1412",83.0
"ADB",584956898.0,"1203",96.0
"ATW",584956898.0,"1103",70.0
"WPP",180862576.0,"1406",81.0
"SMS",180862576.0,"1301",90.0
"SSL",180862576.0,"1211",90.0
"PWA1",180862576.0,"1402",65.0
"ATW",180862576.0,"1308",89.0
"DBS",180862576.0,"1003",62.0
"DBS",196153080.0,"1009",73.0
"WPP",196153080.0,"1105",75.0
"PWA2",196153080.0,"1403",83.0
"WPP",196153080.0,"1401",78.0
"PWA2",196153080.0,"1409",92.0
"SMS",196153080.0,"1407",88.0
"SMS",338828354.0,"1108",78.0
"ATW",338828354.0,"1407",81.0
"SSL",338828354.0,"1412",100.0
"SMS",338828354.0,"1110",66.0
"SMS",338828354.0,"1102",77.0
"SSL",338828354.0,"1203",70.0
"PWA2",167186785.0,"1101",83.0
"ADB",167186785.0,"1210",70.0
"WPP",167186785.0,"1108",61.0
"ASL",167186785.0,"1009",86.0
"SMS",167186785.0,"1311",76.0
"ASL",167186785.0,"1011",96.0
"ATW",412254260.0,"1109",83.0
"ADB",412254260.0,"1408",94.0
"ADB",412254260.0,"1109",82.0
"ATW",412254260.0,"1408",73.0
"DBS",412254260.0,"1302",94.0
"ATW",412254260.0,"1312",100.0
"DBS",433187655.0,"1209",70.0
"ADT",433187655.0,"1408",89.0
"WPP",433187655.0,"1004",83.0
"PWA2",433187655.0,"1008",61.0
"PWA1",433187655.0,"1001",96.0
"ADT",433187655.0,"1207",78.0
"PWA1",452778157.0,"1304",73.0
"PWA1",452778157.0,"1009",70.0
"ADT",452778157.0,"1408",84.0
"ATW",452778157.0,"1103",90.0
"DBS",452778157.0,"1307",93.0
"ATW",452778157.0,"1209",82.0
"PWA1",657163855.0,"1101",66.0
"PWA2",657163855.0,"1307",82.0
"ADT",657163855.0,"1404",99.0
"SSL",657163855.0,"1209",80.0
"SMS",657163855.0,"1101",82.0
"DBS",657163855.0,"1303",69.0
"ASL",151809427.0,"1312",90.0
"ATW",151809427.0,"1305",79.0
"ADB",151809427.0,"1204",72.0
"ASL",151809427.0,"1404",98.0
"WPP",151809427.0,"1107",88.0
"ADB",151809427.0,"1011",67.0
"WPP",514233236.0,"1311",87.0
"ASL",514233236.0,"1109",80.0
"WPP",514233236.0,"1208",91.0
"DBS",514233236.0,"1006",74.0
"PWA2",514233236.0,"1306",67.0
"WPP",514233236.0,"1104",68.0
"SSL",141935067.0,"1011",98.0
"WPP",141935067.0,"1405",97.0
"PWA1",141935067.0,"1010",61.0
"PWA2",141935067.0,"1103",67.0
"DBS",141935067.0,"1401",63.0
"WPP",141935067.0,"1106",65.0
"DBS",680046033.0,"1003",99.0
"PWA2",680046033.0,"1012",77.0
"SSL",680046033.0,"1409",98.0
"SMS",680046033.0,"1310",73.0
"PWA2",680046033.0,"1301",90.0
"SSL",680046033.0,"1109",97.0
"SMS",784383472.0,"1108",69.0
"ATW",784383472.0,"1211",82.0
"WPP",784383472.0,"1411",90.0
"ADB",784383472.0,"1109",89.0
"SMS",784383472.0,"1301",86.0
"SMS",784383472.0,"1101",68.0
"ADB",835176104.0,"1009",81.0
"ATW",835176104.0,"1404",75.0
"DBS",835176104.0,"1210",63.0
"SSL",835176104.0,"1109",67.0
"SSL",835176104.0,"1212",80.0
"PWA1",835176104.0,"1307",95.0
"ADT",262485331.0,"1101",69.0
"ASL",262485331.0,"1201",88.0
"WPP",262485331.0,"1210",65.0
"PWA2",262485331.0,"1009",74.0
"ADT",262485331.0,"1409",71.0
"PWA2",262485331.0,"1406",61.0
"ASL",125069104.0,"1108",81.0
"SMS",125069104.0,"1109",76.0
"PWA2",125069104.0,"1411",97.0
"DBS",125069104.0,"1201",83.0
"PWA2",125069104.0,"1106",81.0
"ADT",125069104.0,"1306",92.0
"DBS",791525691.0,"1106",70.0
"PWA2",791525691.0,"1104",85.0
"SMS",791525691.0,"1309",72.0
"ADB",791525691.0,"1009",76.0
"ATW",791525691.0,"1305",86.0
"DBS",791525691.0,"1401",97.0
"ATW",608536897.0,"1403",61.0
"ADB",608536897.0,"1310",60.0
"DBS",608536897.0,"1005",77.0
"PWA1",608536897.0,"1005",65.0
"DBS",608536897.0,"1308",96.0
"DBS",608536897.0,"1012",100.0
"ATW",629931236.0,"1305",85.0
"PWA2",629931236.0,"1303",79.0
"ADB",629931236.0,"1102",83.0
"ADT",629931236.0,"1009",65.0
"SMS",629931236.0,"1006",82.0
"SSL",629931236.0,"1304",65.0
"ADT",269816734.0,"1203",64.0
"PWA2",269816734.0,"1309",68.0
"SMS",269816734.0,"1110",89.0
"SMS",269816734.0,"1108",88.0
"WPP",269816734.0,"1109",85.0
"DBS",269816734.0,"1402",100.0
"ATW",721649166.0,"1212",100.0
"SMS",721649166.0,"1102",65.0
"PWA2",721649166.0,"1108",64.0
"ATW",721649166.0,"1402",70.0
"SMS",721649166.0,"1409",60.0
"ASL",721649166.0,"1206",86.0
"ADT",190654871.0,"1201",69.0
"DBS",190654871.0,"1212",99.0
"ADB",190654871.0,"1407",84.0
"DBS",190654871.0,"1301",72.0
"SSL",190654871.0,"1003",68.0
"SSL",190654871.0,"1211",64.0
"ASL",923489911.0,"1208",76.0
"WPP",923489911.0,"1406",88.0
"ATW",923489911.0,"1303",70.0
"PWA1",923489911.0,"1008",80.0
"DBS",923489911.0,"1107",76.0
"ADB",923489911.0,"1410",80.0
"WPP",967448028.0,"1307",96.0
"SMS",967448028.0,"1310",77.0
"ATW",967448028.0,"1108",69.0
"SMS",967448028.0,"1102",75.0
"PWA2",967448028.0,"1112",86.0
"ADB",967448028.0,"1205",69.0
"ADB",806130907.0,"1211",82.0
"ADT",806130907.0,"1007",95.0
"SSL",806130907.0,"1210",75.0
"PWA1",806130907.0,"1010",78.0
"ASL",806130907.0,"1002",63.0
"ADT",806130907.0,"1208",80.0
"PWA1",335887388.0,"1201",85.0
"PWA2",335887388.0,"1005",72.0
"SMS",335887388.0,"1405",100.0
"PWA2",335887388.0,"1107",97.0
"PWA1",335887388.0,"1402",66.0
"PWA1",335887388.0,"1212",91.0
"SMS",158466685.0,"1403",85.0
"PWA1",158466685.0,"1311",97.0
"PWA2",158466685.0,"1208",93.0
"DBS",158466685.0,"1410",95.0
"DBS",158466685.0,"1305",82.0
"SMS",158466685.0,"1107",70.0
"PWA1",716443897.0,"1412",86.0
"PWA2",716443897.0,"1309",88.0
"ASL",716443897.0,"1102",88.0
"ATW",716443897.0,"1006",87.0
"ADB",716443897.0,"1108",86.0
"WPP",716443897.0,"1212",92.0
"DBS",578533588.0,"1002",62.0
"SMS",578533588.0,"1209",74.0
"ADB",578533588.0,"1102",68.0
"PWA2",578533588.0,"1403",74.0
"SSL",578533588.0,"1407",99.0
"WPP",578533588.0,"1108",82.0
"DBS",386641432.0,"1204",71.0
"ASL",386641432.0,"1010",80.0
"ATW",386641432.0,"1411",88.0
"DBS",386641432.0,"1103",100.0
"ADT",386641432.0,"1101",65.0
"PWA2",386641432.0,"1101",77.0
"SSL",138582907.0,"1302",87.0
"SSL",138582907.0,"1412",93.0
"ADB",138582907.0,"1103",73.0
"ADT",138582907.0,"1307",97.0
"DBS",138582907.0,"1107",91.0
"ADT",138582907.0,"1202",92.0
"PWA1",339084962.0,"1111",72.0
"PWA2",339084962.0,"1404",79.0
"PWA2",339084962.0,"1409",98.0
"PWA1",339084962.0,"1202",69.0
"ADB",339084962.0,"1204",78.0
"PWA1",339084962.0,"1101",69.0
"SMS",805635965.0,"1303",96.0
"ATW",805635965.0,"1302",91.0
"PWA1",805635965.0,"1207",80.0
"PWA1",805635965.0,"1006",92.0
"ADT",805635965.0,"1210",72.0
"SSL",805635965.0,"1401",63.0
"DBS",579224015.0,"1006",82.0
"SMS",579224015.0,"1104",99.0
"DBS",579224015.0,"1105",69.0
"ATW",579224015.0,"1011",94.0
"WPP",579224015.0,"1208",88.0
"ASL",579224015.0,"1206",72.0
"PWA2",757968535.0,"1402",92.0
"WPP",757968535.0,"1204",62.0
"SSL",757968535.0,"1405",64.0
"PWA1",757968535.0,"1108",77.0
"PWA1",757968535.0,"1410",97.0
"SSL",757968535.0,"1308",66.0
"DBS",375714627.0,"1009",89.0
"PWA2",375714627.0,"1406",70.0
"ADT",375714627.0,"1103",76.0
"ATW",375714627.0,"1104",78.0
"PWA2",375714627.0,"1209",62.0
"PWA2",375714627.0,"1011",93.0
"ATW",785022329.0,"1207",75.0
"ADT",785022329.0,"1408",90.0
"WPP",785022329.0,"1102",74.0
"ADT",785022329.0,"1105",64.0
"ADB",785022329.0,"1309",93.0
"WPP",785022329.0,"1007",77.0
"SSL",618134118.0,"1212",76.0
"SMS",618134118.0,"1403",91.0
"SSL",618134118.0,"1206",70.0
"SSL",618134118.0,"1010",84.0
"SMS",618134118.0,"1006",86.0
"SSL",618134118.0,"1203",67.0
"ATW",128455399.0,"1005",80.0
"ASL",128455399.0,"1002",60.0
"ATW",128455399.0,"1203",98.0
"SMS",128455399.0,"1005",69.0
"DBS",128455399.0,"1306",86.0
"SMS",128455399.0,"1012",79.0
"ASL",625704697.0,"1412",91.0
"ADT",625704697.0,"1110",72.0
"DBS",625704697.0,"1111",91.0
"ASL",625704697.0,"1411",95.0
"ASL",625704697.0,"1407",66.0
"ASL",625704697.0,"1308",91.0
"ATW",364281888.0,"1003",69.0
"ATW",364281888.0,"1310",82.0
"DBS",364281888.0,"1208",96.0
"WPP",364281888.0,"1406",85.0
"ADB",364281888.0,"1112",91.0
"DBS",364281888.0,"1412",96.0
"WPP",196464128.0,"1002",89.0
"ADT",196464128.0,"1112",99.0
"ADB",196464128.0,"1107",70.0
"PWA1",196464128.0,"1012",84.0
"SSL",196464128.0,"1312",89.0
"ADT",196464128.0,"1207",78.0
"SMS",405376984.0,"1205",70.0
"PWA2",405376984.0,"1304",80.0
"ADB",405376984.0,"1005",71.0
"WPP",405376984.0,"1111",69.0
"PWA2",405376984.0,"1004",60.0
"PWA1",405376984.0,"1410",92.0
"SMS",569131410.0,"1005",63.0
"SSL",569131410.0,"1405",61.0
"PWA2",569131410.0,"1306",62.0
"DBS",569131410.0,"1412",60.0
"ADB",569131410.0,"1101",85.0
"ADT",569131410.0,"1107",66.0
"PWA2",586441330.0,"1005",73.0
"ADT",586441330.0,"1011",100.0
"DBS",586441330.0,"1406",76.0
"ADB",586441330.0,"1209",100.0
"PWA1",586441330.0,"1312",100.0
"ADB",586441330.0,"1404",99.0
"SSL",933323175.0,"1005",78.0
"SSL",933323175.0,"1412",76.0
"ASL",933323175.0,"1105",79.0
"WPP",933323175.0,"1112",63.0
"ADB",933323175.0,"1106",74.0
"DBS",933323175.0,"1205",92.0
"SMS",435203763.0,"1205",87.0
"PWA1",435203763.0,"1208",82.0
"ADB",435203763.0,"1010",86.0
"ADT",435203763.0,"1012",75.0
"DBS",435203763.0,"1207",95.0
"ADB",435203763.0,"1309",92.0
"ATW",170927444.0,"1406",77.0
"SSL",170927444.0,"1410",66.0
"ADB",170927444.0,"1208",87.0
"PWA2",170927444.0,"1106",65.0
"ADB",170927444.0,"1003",66.0
"ADB",170927444.0,"1209",77.0
"ATW",589452053.0,"1409",69.0
"SSL",589452053.0,"1404",78.0
"SMS",589452053.0,"1302",65.0
"PWA2",589452053.0,"1105",99.0
"SMS",589452053.0,"1001",64.0
"DBS",589452053.0,"1002",83.0
"ADB",346465303.0,"1211",98.0
"PWA1",346465303.0,"1406",94.0
"PWA2",346465303.0,"1306",81.0
"ADB",346465303.0,"1410",88.0
"DBS",346465303.0,"1403",72.0
"ASL",346465303.0,"1003",75.0
"SMS",413093816.0,"1404",77.0
"ADT",413093816.0,"1309",60.0
"ASL",413093816.0,"1301",81.0
"DBS",413093816.0,"1403",93.0
"ADT",413093816.0,"1310",69.0
"PWA1",413093816.0,"1203",81.0
"SSL",592278036.0,"1411",91.0
"DBS",592278036.0,"1002",63.0
"SSL",592278036.0,"1207",62.0
"ADT",592278036.0,"1208",95.0
"DBS",592278036.0,"1012",76.0
"ADT",592278036.0,"1309",65.0
"SSL",926340060.0,"1302",67.0
"ATW",926340060.0,"1409",63.0
"ADT",926340060.0,"1204",91.0
"PWA2",926340060.0,"1102",64.0
"WPP",926340060.0,"1104",77.0
"ASL",926340060.0,"1012",98.0
"SMS",440011410.0,"1111",62.0
"ADT",440011410.0,"1201",66.0
"WPP",440011410.0,"1005",76.0
"PWA1",440011410.0,"1202",75.0
"ADB",440011410.0,"1412",66.0
"DBS",440011410.0,"1001",68.0
"PWA2",558703340.0,"1007",79.0
"ADT",558703340.0,"1311",70.0
"PWA2",558703340.0,"1409",63.0
"SSL",558703340.0,"1409",63.0
"ASL",558703340.0,"1012",88.0
"DBS",558703340.0,"1106",61.0
"SSL",656250868.0,"1005",88.0
"SSL",656250868.0,"1303",71.0
"ADT",656250868.0,"1303",98.0
"ASL",656250868.0,"1207",77.0
"DBS",656250868.0,"1304",100.0
"SMS",656250868.0,"1203",76.0
"ATW",900634909.0,"1210",74.0
"SMS",900634909.0,"1012",87.0
"WPP",900634909.0,"1312",64.0
"SMS",900634909.0,"1005",81.0
"WPP",900634909.0,"1101",96.0
"PWA1",900634909.0,"1201",79.0
"ASL",139056956.0,"1303",69.0
"DBS",139056956.0,"1302",91.0
"SMS",139056956.0,"1205",77.0
"PWA2",139056956.0,"1011",64.0
"DBS",139056956.0,"1412",67.0
"ADT",139056956.0,"1208",86.0
"PWA2",539094242.0,"1212",80.0
"PWA2",539094242.0,"1307",90.0
"WPP",539094242.0,"1312",81.0
"ADB",539094242.0,"1311",75.0
"ASL",539094242.0,"1110",66.0
"PWA2",539094242.0,"1402",65.0
"ASL",398807626.0,"1205",97.0
"WPP",398807626.0,"1405",85.0
"SMS",398807626.0,"1407",83.0
"SSL",398807626.0,"1106",68.0
"WPP",398807626.0,"1402",96.0
"SSL",398807626.0,"1212",68.0
"ADT",237255743.0,"1103",70.0
"ADT",237255743.0,"1008",100.0
"PWA2",237255743.0,"1202",76.0
"SSL",237255743.0,"1303",93.0
"SSL",237255743.0,"1304",83.0
"ADT",237255743.0,"1210",71.0
"DBS",717801954.0,"1001",87.0
"ADT",717801954.0,"1110",89.0
"ATW",717801954.0,"1003",86.0
"DBS",717801954.0,"1102",66.0
"PWA1",717801954.0,"1201",62.0
"ASL",717801954.0,"1405",83.0
"ASL",920970215.0,"1408",89.0
"ASL",920970215.0,"1005",71.0
"WPP",920970215.0,"1008",76.0
"ADT",920970215.0,"1112",98.0
"PWA1",920970215.0,"1208",91.0
"WPP",920970215.0,"1302",70.0
"ATW",253689209.0,"1009",80.0
"SMS",253689209.0,"1405",78.0
"ADT",253689209.0,"1007",81.0
"SMS",253689209.0,"1408",84.0
"ADB",253689209.0,"1006",92.0
"ADB",253689209.0,"1205",83.0
"ADT",233553729.0,"1110",69.0
"SSL",233553729.0,"1205",82.0
"SSL",233553729.0,"1403",64.0
"SSL",233553729.0,"1307",76.0
"PWA1",233553729.0,"1012",62.0
"ADB",233553729.0,"1207",92.0
"DBS",418320698.0,"1406",88.0
"SSL",418320698.0,"1210",86.0
"SMS",418320698.0,"1003",93.0
"PWA2",418320698.0,"1302",71.0
"PWA1",418320698.0,"1107",81.0
"PWA2",418320698.0,"1409",92.0
"DBS",819148958.0,"1206",73.0
"PWA2",819148958.0,"1209",64.0
"SSL",819148958.0,"1106",74.0
"DBS",819148958.0,"1007",70.0
"SMS",819148958.0,"1109",61.0
"ADT",819148958.0,"1412",88.0
"SSL",525884952.0,"1207",68.0
"PWA2",525884952.0,"1201",90.0
"ADB",525884952.0,"1101",77.0
"ATW",525884952.0,"1005",77.0
"SSL",525884952.0,"1308",92.0
"ADT",525884952.0,"1402",86.0
"WPP",227718737.0,"1007",62.0
"ATW",227718737.0,"1007",69.0
"PWA1",227718737.0,"1306",65.0
"SSL",227718737.0,"1002",63.0
"WPP",227718737.0,"1202",77.0
"ASL",227718737.0,"1201",82.0
"SMS",869432628.0,"1401",98.0
"SSL",869432628.0,"1301",84.0
"ATW",869432628.0,"1006",74.0
"ASL",869432628.0,"1301",75.0
"SSL",869432628.0,"1002",72.0
"DBS",869432628.0,"1107",91.0
"ASL",966806502.0,"1311",62.0
"ASL",966806502.0,"1011",99.0
"PWA2",966806502.0,"1406",92.0
"SMS",966806502.0,"1001",62.0
"SMS",966806502.0,"1109",65.0
"SSL",966806502.0,"1004",83.0
"ATW",617204548.0,"1405",65.0
"ATW",617204548.0,"1302",69.0
"ADB",617204548.0,"1005",88.0
"WPP",617204548.0,"1111",98.0
"ATW",617204548.0,"1311",95.0
"ATW",617204548.0,"1404",61.0
"ADB",531592720.0,"1209",90.0
"DBS",531592720.0,"1404",96.0
"ADT",531592720.0,"1206",64.0
"ADB",531592720.0,"1310",88.0
"SSL",531592720.0,"1210",78.0
"ADT",531592720.0,"1303",97.0
"ATW",212025670.0,"1207",77.0
"PWA2",212025670.0,"1011",63.0
"PWA2",212025670.0,"1302",95.0
"SMS",212025670.0,"1003",75.0
"ADB",212025670.0,"1111",68.0
"DBS",212025670.0,"1304",82.0
"PWA1",759727352.0,"1401",100.0
"ASL",759727352.0,"1302",73.0
"SMS",759727352.0,"1212",74.0
"ASL",759727352.0,"1004",62.0
"DBS",759727352.0,"1001",67.0
"SSL",759727352.0,"1109",88.0
"DBS",875100531.0,"1311",66.0
"DBS",875100531.0,"1111",66.0
"PWA2",875100531.0,"1411",60.0
"ASL",875100531.0,"1103",80.0
"WPP",875100531.0,"1211",68.0
"PWA2",875100531.0,"1405",98.0
"PWA2",602754953.0,"1105",69.0
"ADT",602754953.0,"1302",91.0
"ASL",602754953.0,"1102",94.0
"ASL",602754953.0,"1103",61.0
"DBS",602754953.0,"1012",74.0
"SMS",602754953.0,"1207",97.0
"ATW",766427671.0,"1305",65.0
"PWA1",766427671.0,"1109",98.0
"PWA2",766427671.0,"1412",76.0
"WPP",766427671.0,"1312",70.0
"PWA2",766427671.0,"1405",62.0
"SMS",766427671.0,"1203",67.0
"SMS",620199580.0,"1211",64.0
"ATW",620199580.0,"1111",67.0
"ATW",620199580.0,"1411",62.0
"PWA1",620199580.0,"1310",82.0
"SSL",620199580.0,"1107",77.0
"ASL",620199580.0,"1303",60.0
"ASL",381483636.0,"1008",80.0
"PWA2",381483636.0,"1002",90.0
"ADB",381483636.0,"1003",71.0
"SSL",381483636.0,"1212",60.0
"WPP",381483636.0,"1009",62.0
"PWA1",381483636.0,"1110",63.0
"DBS",301085234.0,"1107",78.0
"DBS",301085234.0,"1309",72.0
"DBS",301085234.0,"1107",77.0
"SMS",301085234.0,"1105",81.0
"ATW",301085234.0,"1307",96.0
"SSL",301085234.0,"1203",88.0
"ATW",319856943.0,"1206",60.0
"WPP",319856943.0,"1103",99.0
"DBS",319856943.0,"1304",84.0
"ADB",319856943.0,"1212",86.0
"WPP",319856943.0,"1212",73.0
"ADB",319856943.0,"1210",79.0
"WPP",731306233.0,"1008",95.0
"SMS",731306233.0,"1402",76.0
"DBS",731306233.0,"1001",88.0
"SSL",731306233.0,"1007",99.0
"ASL",731306233.0,"1005",94.0
"PWA2",731306233.0,"1011",81.0
"WPP",317934362.0,"1106",61.0
"SSL",317934362.0,"1209",98.0
"PWA1",317934362.0,"1310",65.0
"SSL",317934362.0,"1007",93.0
"PWA1",317934362.0,"1102",71.0
"SMS",317934362.0,"1007",95.0
"SMS",460687072.0,"1406",72.0
"PWA2",460687072.0,"1207",93.0
"SSL",460687072.0,"1208",78.0
"DBS",460687072.0,"1209",96.0
"DBS",460687072.0,"1407",80.0
"ADT",460687072.0,"1110",83.0
"SSL",150712210.0,"1108",83.0
"ADT",150712210.0,"1012",67.0
"PWA1",150712210.0,"1109",100.0
"ASL",150712210.0,"1211",73.0
"ADB",150712210.0,"1108",86.0
"ADB",150712210.0,"1212",93.0
"PWA1",535010147.0,"1006",69.0
"ADT",535010147.0,"1404",63.0
"WPP",535010147.0,"1404",87.0
"ASL",535010147.0,"1203",63.0
"ADB",535010147.0,"1011",87.0
"WPP",535010147.0,"1110",77.0
"SSL",482207890.0,"1204",75.0
"WPP",482207890.0,"1111",79.0
"DBS",482207890.0,"1003",93.0
"ATW",482207890.0,"1106",68.0
"SSL",482207890.0,"1001",64.0
"PWA2",482207890.0,"1004",79.0
"PWA2",946727081.0,"1203",89.0
"DBS",946727081.0,"1002",78.0
"DBS",946727081.0,"1209",89.0
"SMS",946727081.0,"1007",79.0
"WPP",946727081.0,"1111",90.0
"ADB",946727081.0,"1005",96.0
"ATW",543127029.0,"1003",91.0
"DBS",543127029.0,"1009",68.0
"ADT",543127029.0,"1203",76.0
"DBS",543127029.0,"1309",64.0
